id|product_id|category_id|perusahaan|field|field_value
10023|47|2|10|field-1|Indoor AR09KRSDUWKN /Outdoor AR09KRSDUWKX
10024|47|2|10|field-2|Indoor AR09KRSDUWKN /Outdoor AR09KRSDUWKX
10025|47|2|10|field-3|Inverter
10026|47|2|10|field-4|680.00
10027|47|2|10|field-5|8600.00
10028|47|2|10|field-6|12.35
10029|47|2|10|field-7|4
10030|47|2|10|field-8|1985.60
10031|47|2|10|field-9|2912875.20
10032|47|2|10|field-10|118.001.4.07.104.16.0047
10033|48|2|10|field-0|Samsung
10034|48|2|10|field-1|Indoor AR05KRFSVURN /Outdoor AR05KRFSVURX
10035|48|2|10|field-2|Indoor AR05KRFSVURN /Outdoor AR05KRFSVURX
10036|48|2|10|field-3|Inverter
10037|48|2|10|field-4|330.00
10038|48|2|10|field-5|4800.00
10039|48|2|10|field-6|13.97
10040|48|2|10|field-7|4
10041|48|2|10|field-8|963.60
10042|48|2|10|field-9|1413601.20
10043|48|2|10|field-10|118.001.4.08.104.16.0048
10044|49|2|10|field-0|Samsung
10045|49|2|10|field-1|Indoor AR09KRFSVURN /Outdoor AR09KRFSVURX
10046|49|2|10|field-2|Indoor AR09KRFSVURN /Outdoor AR09KRFSVURX
10047|49|2|10|field-3|Inverter
10048|49|2|10|field-4|710.00
10049|49|2|10|field-5|8500.00
10050|49|2|10|field-6|12.13
10051|49|2|10|field-7|4
10052|49|2|10|field-8|2073.20
10053|49|2|10|field-9|3041384.40
10054|49|2|10|field-10|118.001.4.09.104.16.0050
10055|50|2|10|field-0|Samsung
10056|50|2|10|field-1|Indoor AR12KRFSWWKN /Outdoor AR12KRFSWWKX
10057|50|2|10|field-2|Indoor AR12KRFSWWKN /Outdoor AR12KRFSWWKX
10058|50|2|10|field-3|Inverter
10059|50|2|10|field-4|1160.00
10060|50|2|10|field-5|12100.00
10061|50|2|10|field-6|10.21
10062|50|2|10|field-7|3
10063|50|2|10|field-8|3387.20
10064|50|2|10|field-9|4969022.40
10065|50|2|10|field-10|118.001.3.10.099.16.0051
10066|51|2|10|field-0|Samsung
10067|51|2|10|field-1|Indoor AR18KRFSWWKN /Outdoor AR18KRFSWWKX
10068|51|2|10|field-2|Indoor AR18KRFSWWKN /Outdoor AR18KRFSWWKX
10069|51|2|10|field-3|Inverter
10070|51|2|10|field-4|1755.00
10071|51|2|10|field-5|17900.00
10072|51|2|10|field-6|9.91
10073|51|2|10|field-7|2
10074|51|2|10|field-8|5124.60
10075|51|2|10|field-9|7517788.20
10076|51|2|10|field-10|118.001.2.11.091.16.0052
10077|52|2|7|field-0|Mitsubishi Electric
10078|52|2|7|field-1|Indoor MS-HK 10 VA /Outdoor MU-HK 10 VA
10079|52|2|7|field-2|Indoor MS-HK 10 VA /Outdoor MU-HK 10 VA
10080|52|2|7|field-3|Non-Inverter
10081|52|2|7|field-4|800.00
10082|52|2|7|field-5|8405.46
10083|52|2|7|field-6|10.48
10084|52|2|7|field-7|4
10085|52|2|7|field-8|2336.00
10086|52|2|7|field-9|3426912.00
10087|52|2|7|field-10|119.005.4.01.104.16.0053
10088|53|2|7|field-0|Mitsubishi Electric
10089|53|2|7|field-1|Indoor MS-HK 13 VA /Outdoor MU-HK 13 VA
10090|53|2|7|field-2|Indoor MS-HK 13 VA /Outdoor MU-HK 13 VA
10091|53|2|7|field-3|Non-Inverter
10092|53|2|7|field-4|1160.00
10093|53|2|7|field-5|12414.22
10094|53|2|7|field-6|10.74
10095|53|2|7|field-7|4
10096|53|2|7|field-8|3387.20
10097|53|2|7|field-9|4969022.40
10098|53|2|7|field-10|119.005.4.02.104.16.0054
10099|54|2|7|field-0|Mitsubishi Electric
10100|54|2|7|field-1|Indoor MS-HK 18VA /Outdoor MS-HK 18 VA
10101|54|2|7|field-2|Indoor MS-HK 18VA /Outdoor MS-HK 18 VA
10102|54|2|7|field-3|Non-Inverter
10103|54|2|7|field-4|1610.00
10104|54|2|7|field-5|16108.73
10105|54|2|7|field-6|10.02
10106|54|2|7|field-7|3
10107|54|2|7|field-8|4701.20
10108|54|2|7|field-9|6896660.40
10109|54|2|7|field-10|119.005.3.03.099.16.0055
10110|55|2|7|field-0|Mitsubishi Electric
10111|55|2|7|field-1|Indoor MS-HK 24VA /Outdoor MS-HK 24VA
10112|55|2|7|field-2|Indoor MS-HK 24VA /Outdoor MS-HK 24VA
10113|55|2|7|field-3|Non-Inverter
10114|55|2|7|field-4|2180.00
10115|55|2|7|field-5|21748.09
10116|55|2|7|field-6|9.98
10117|55|2|7|field-7|3
10118|55|2|7|field-8|6365.60
10119|55|2|7|field-9|9338335.20
10120|55|2|7|field-10|119.005.3.04.009.16.0056
10121|56|2|7|field-0|Mitsubishi Electric
10122|56|2|7|field-1|Indoor MSY-GJ10VA /Outdoor MUY-GJ10VA
10123|56|2|7|field-2|Indoor MSY-GJ10VA /Outdoor MUY-GJ10VA
10124|56|2|7|field-3|Inverter
10125|56|2|7|field-4|820.00
10126|56|2|7|field-5|8871.88
10127|56|2|7|field-6|12.56
10128|56|2|7|field-7|4
10129|56|2|7|field-8|2394.40
10130|56|2|7|field-9|3512584.80
10131|56|2|7|field-10|119.005.4.05.104.16.0057
10132|57|2|7|field-0|Mitsubishi Electric
10133|57|2|7|field-1|Indoor MSY-GJ13VA /Outdoor MUY-GJ13VA
10134|57|2|7|field-2|Indoor MSY-GJ13VA /Outdoor MUY-GJ13VA
10135|57|2|7|field-3|Inverter
10136|57|2|7|field-4|970.00
10137|57|2|7|field-5|10922.49
10138|57|2|7|field-6|13.10
10139|57|2|7|field-7|4
10140|57|2|7|field-8|2832.40
10141|57|2|7|field-9|4155130.80
10142|57|2|7|field-10|119.005.4.06.104.16.0058
10143|58|2|7|field-0|Mitsubishi Electric
10144|58|2|7|field-1|Indoor MSY-GF18VA /Outdoor MUY-GF18VA
10145|58|2|7|field-2|Indoor MSY-GF18VA /Outdoor MUY-GF18VA
10146|58|2|7|field-3|Inverter
10147|58|2|7|field-4|1670.00
10148|58|2|7|field-5|17069.90
10149|58|2|7|field-6|13.34
10150|58|2|7|field-7|4
10151|58|2|7|field-8|4876.40
10152|58|2|7|field-9|7153678.80
10153|58|2|7|field-10|119.005.4.07.104.16.0059
10154|59|2|7|field-0|Mitsubishi Electric
10155|59|2|7|field-1|Indoor MSY-GF24VA /Outdoor MUY-GF24VA
10156|59|2|7|field-2|Indoor MSY-GF24VA /Outdoor MUY-GF24VA
10157|59|2|7|field-3|Inverter
10158|59|2|7|field-4|1940.00
10159|59|2|7|field-5|22662.85
10160|59|2|7|field-6|15.22
10161|59|2|7|field-7|4
10162|59|2|7|field-8|5664.80
10163|59|2|7|field-9|8310261.60
10164|59|2|7|field-10|119.005.4.08.104.16.0060
10165|60|2|11|field-0|Daikin
10166|60|2|11|field-1|FTV15AXV14 /RV15AXV14;FTV15BXV14 /RV15BXV14
10167|60|2|11|field-2|FTV15AXV14 /RV15AXV14;FTV15BXV14 /RV15BXV14
10168|60|2|11|field-3|Non-Inverter
10169|60|2|11|field-4|393.67
10170|60|2|11|field-5|5982.09
10171|60|2|11|field-6|15.20
10172|60|2|11|field-7|4
10173|60|2|11|field-8|1149.52
10174|60|2|11|field-9|1686340.56
10175|60|2|11|field-10|119.002.4.34.104.16.0061
10176|61|2|11|field-0|Daikin
10177|61|2|11|field-1|FTV20AXV14 /RV20AXV14;FTV20BXV14 /RV20BXV14
10178|61|2|11|field-2|FTV20AXV14 /RV20AXV14;FTV20BXV14 /RV20BXV14
10179|61|2|11|field-3|Non-Inverter
10180|61|2|11|field-4|627.10
10181|61|2|11|field-5|6803.53
10182|61|2|11|field-6|10.85
10183|61|2|11|field-7|4
10184|61|2|11|field-8|1831.13
10185|61|2|11|field-9|2686270.64
10186|61|2|11|field-10|119.002.4.35.104.16.0062
10187|62|2|11|field-0|Daikin
10188|62|2|11|field-1|FTV25AXV14 /RV25AXV14;FTV25BXV14 /RV25BXV14
10189|62|2|11|field-2|FTV25AXV14 /RV25AXV14;FTV25BXV14 /RV25BXV14
10190|62|2|11|field-3|Non-Inverter
10191|62|2|11|field-4|784.30
10192|62|2|11|field-5|8473.36
10193|62|2|11|field-6|10.80
10194|62|2|11|field-7|4
10195|62|2|11|field-8|2290.16
10196|62|2|11|field-9|3359658.85
10197|62|2|11|field-10|119.002.4.36.104.16.0063
10198|63|2|11|field-0|Daikin
10199|63|2|11|field-1|FTV35AXV14 /RV35AXV14;FTV35BXV14 /RV35BXV14
10200|63|2|11|field-2|FTV35AXV14 /RV35AXV14;FTV35BXV14 /RV35BXV14
10201|63|2|11|field-3|Non-Inverter
10202|63|2|11|field-4|1153.60
10203|63|2|11|field-5|11604.21
10204|63|2|11|field-6|10.06
10205|63|2|11|field-7|3
10206|63|2|11|field-8|3368.51
10207|63|2|11|field-9|4941607.10
10208|63|2|11|field-10|119.002.3.37.099.16.0064
10209|64|2|11|field-0|Daikin
10210|64|2|11|field-1|FTV50AXV14 /RV50AXV14;FTV50BXV14 /RV50BXV14
10211|64|2|11|field-2|FTV50AXV14 /RV50AXV14;FTV50BXV14 /RV50BXV14
10212|64|2|11|field-3|Non-Inverter
10213|64|2|11|field-4|1813.70
10214|64|2|11|field-5|17726.36
10215|64|2|11|field-6|9.77
10216|64|2|11|field-7|2
10217|64|2|11|field-8|5296.00
10218|64|2|11|field-9|7769237.87
10219|64|2|11|field-10|119.002.2.38.091.16.0065
10220|65|2|18|field-0|"Panasonic "
10221|65|2|18|field-1|CU/CS-YN5SKJ
10222|65|2|18|field-2|CU/CS-YN5SKJ
10223|65|2|18|field-3|Non-Inverter
10224|65|2|18|field-4|411.90
10225|65|2|18|field-5|4455.00
10226|65|2|18|field-6|10.82
10227|65|2|18|field-7|4
10228|65|2|18|field-8|1202.75
10229|65|2|18|field-9|1764431.32
10230|65|2|18|field-10|119.006.4.01.104.16.0066
10231|66|2|18|field-0|"Panasonic "
10232|66|2|18|field-1|CU/CS-PN5SKJ
10233|66|2|18|field-2|CU/CS-PN5SKJ
10234|66|2|18|field-3|Non-Inverter
10235|66|2|18|field-4|382.40
10236|66|2|18|field-5|4953.00
10237|66|2|18|field-6|12.96
10238|66|2|18|field-7|4
10239|66|2|18|field-8|1116.61
10240|66|2|18|field-9|1638063.94
10241|66|2|18|field-10|119.006.4.02.104.16.0067
10242|67|2|18|field-0|"Panasonic "
10243|67|2|18|field-1|CU/CS-KN5SKJCU/CS-XN5SKJ
10244|67|2|18|field-2|CU/CS-KN5SKJCU/CS-XN5SKJ
10245|67|2|18|field-3|Non-Inverter
10246|67|2|18|field-4|363.10
10247|67|2|18|field-5|4856.00
10248|67|2|18|field-6|13.38
10249|67|2|18|field-7|4
10250|67|2|18|field-8|1060.25
10251|67|2|18|field-9|1555389.68
10252|67|2|18|field-10|119.006.4.03.104.16.0068
10253|68|2|18|field-0|"Panasonic "
10254|68|2|18|field-1|CU/CS-YN7SKJ
10255|68|2|18|field-2|CU/CS-YN7SKJ
10256|68|2|18|field-3|Non-Inverter
10257|68|2|18|field-4|644.90
10258|68|2|18|field-5|6850.00
10259|68|2|18|field-6|10.62
10260|68|2|18|field-7|4
10261|68|2|18|field-8|1883.11
10262|68|2|18|field-9|2762519.44
10263|68|2|18|field-10|119.006.4.04.104.16.0069
10264|69|2|18|field-0|"Panasonic "
10265|69|2|18|field-1|CU/CS-PN7SKJ
10266|69|2|18|field-2|CU/CS-PN7SKJ
10267|69|2|18|field-3|Non-Inverter
10268|69|2|18|field-4|599.90
10269|69|2|18|field-5|6737.00
10270|69|2|18|field-6|11.23
10271|69|2|18|field-7|4
10272|69|2|18|field-8|1751.71
10273|69|2|18|field-9|2569755.64
10274|69|2|18|field-10|119.006.4.05.104.16.0070
10275|70|2|18|field-0|"Panasonic "
10276|70|2|18|field-1|CU/CS-KN7SKJCU/CS-XN7SKJ
10277|70|2|18|field-2|CU/CS-KN7SKJCU/CS-XN7SKJ
10278|70|2|18|field-3|Non-Inverter
10279|70|2|18|field-4|587.70
10280|70|2|18|field-5|6796.00
10281|70|2|18|field-6|11.56
10282|70|2|18|field-7|4
10283|70|2|18|field-8|1716.08
10284|70|2|18|field-9|2517495.23
10285|70|2|18|field-10|119.006.4.06.104.16.0071
10286|71|2|18|field-0|"Panasonic "
10287|71|2|18|field-1|CU/CS-YN9SKJ
10288|71|2|18|field-2|CU/CS-YN9SKJ
10289|71|2|18|field-3|Non-Inverter
10290|71|2|18|field-4|801.10
10291|71|2|18|field-5|8603.00
10292|71|2|18|field-6|10.74
10293|71|2|18|field-7|4
10294|71|2|18|field-8|2339.21
10295|71|2|18|field-9|3431624.00
10296|71|2|18|field-10|119.006.4.07.104.16.0072
10297|72|2|18|field-0|"Panasonic "
10298|72|2|18|field-1|CU/CS-PN9SKJ
10299|72|2|18|field-2|CU/CS-PN9SKJ
10300|72|2|18|field-3|Non-Inverter
10301|72|2|18|field-4|719.20
10302|72|2|18|field-5|8105.00
10303|72|2|18|field-6|11.27
10304|72|2|18|field-7|4
10305|72|2|18|field-8|2100.06
10306|72|2|18|field-9|3080793.89
10307|72|2|18|field-10|119.006.4.08.104.16.0073
10308|73|2|18|field-0|"Panasonic "
10309|73|2|18|field-1|CU/CS-KN9SKJCU/CS-XV9SKJ
10310|73|2|18|field-2|CU/CS-KN9SKJCU/CS-XV9SKJ
10311|73|2|18|field-3|Non-Inverter
10312|73|2|18|field-4|707.30
10313|73|2|18|field-5|8457.00
10314|73|2|18|field-6|11.96
10315|73|2|18|field-7|4
10316|73|2|18|field-8|2065.32
10317|73|2|18|field-9|3029818.57
10318|73|2|18|field-10|119.006.4.09.104.16.0074
10319|74|2|18|field-0|"Panasonic "
10320|74|2|18|field-1|CU/CS-PN12SKJ
10321|74|2|18|field-2|CU/CS-PN12SKJ
10322|74|2|18|field-3|Non-Inverter
10323|74|2|18|field-4|1023.30
10324|74|2|18|field-5|11078.00
10325|74|2|18|field-6|10.83
10326|74|2|18|field-7|4
10327|74|2|18|field-8|2988.04
10328|74|2|18|field-9|4383448.81
10329|74|2|18|field-10|119.006.4.10.104.16.0075
10330|75|2|10|field-0|Samsung
10331|75|2|10|field-1|AR05KRFLAWKN /AR05KRFLAWKX
10332|75|2|10|field-2|AR05KRFLAWKN /AR05KRFLAWKX
10333|75|2|10|field-3|Non-Inverter
10334|75|2|10|field-4|400.00
10335|75|2|10|field-5|5080.50
10336|75|2|10|field-6|12.70
10337|75|2|10|field-7|4
10338|75|2|10|field-8|1168.00
10339|75|2|10|field-9|1713456.00
10340|75|2|10|field-10|118.001.4.12.104.16.0076
10341|76|2|10|field-0|Samsung
10342|76|2|10|field-1|AR07KRFLAWKN /AR07KRFLAWKX
10343|76|2|10|field-2|AR07KRFLAWKN /AR07KRFLAWKX
10344|76|2|10|field-3|Non-Inverter
10345|76|2|10|field-4|687.00
10346|76|2|10|field-5|7595.10
10347|76|2|10|field-6|11.00
10348|76|2|10|field-7|4
10349|76|2|10|field-8|2006.04
10350|76|2|10|field-9|2942860.68
10351|76|2|10|field-10|118.001.4.13.104.16.0077
10352|77|2|10|field-0|Samsung
10353|77|2|10|field-1|AR09KRFLAWKN /AR09KRFLAWKX
10354|77|2|10|field-2|AR09KRFLAWKN /AR09KRFLAWKX
10355|77|2|10|field-3|Non-Inverter
10356|77|2|10|field-4|816.00
10357|77|2|10|field-5|9127.10
10358|77|2|10|field-6|11.00
10359|77|2|10|field-7|4
10360|77|2|10|field-8|2382.72
10361|77|2|10|field-9|3495450.24
10362|77|2|10|field-10|118.001.4.14.104.16.0078
10363|78|2|10|field-0|Samsung
10364|78|2|10|field-1|AR05KRFLBWKN /AR05KRFLBWKX
10365|78|2|10|field-2|AR05KRFLBWKN /AR05KRFLBWKX
10366|78|2|10|field-3|Non-Inverter
10367|78|2|10|field-4|400.00
10368|78|2|10|field-5|5080.50
10369|78|2|10|field-6|12.70
10370|78|2|10|field-7|4
10371|78|2|10|field-8|1168.00
10372|78|2|10|field-9|1713456.00
10373|78|2|10|field-10|118.001.4.15.104.16.0079
10374|79|2|10|field-0|Samsung
10375|79|2|10|field-1|AR07KRFLBWKN /AR07KRFLBWKX
10376|79|2|10|field-2|AR07KRFLBWKN /AR07KRFLBWKX
10377|79|2|10|field-3|Non-Inverter
10378|79|2|10|field-4|687.00
10379|79|2|10|field-5|7595.10
10380|79|2|10|field-6|11.00
10381|79|2|10|field-7|4
10382|79|2|10|field-8|2006.04
10383|79|2|10|field-9|2942860.68
10384|79|2|10|field-10|118.001.4.16.104.16.0080
10385|80|2|10|field-0|Samsung
10386|80|2|10|field-1|AR09KRFLBWKN /AR09KRFLBWKX
10387|80|2|10|field-2|AR09KRFLBWKN /AR09KRFLBWKX
10388|80|2|10|field-3|Non-Inverter
10389|80|2|10|field-4|816.00
10390|80|2|10|field-5|9127.10
10391|80|2|10|field-6|11.00
10392|80|2|10|field-7|4
10393|80|2|10|field-8|2382.72
10394|80|2|10|field-9|3495450.24
10395|80|2|10|field-10|118.001.4.17.104.16.0081
10396|81|2|19|field-0|Electrolux
10397|81|2|19|field-1|VITA 05
10398|81|2|19|field-2|VITA 05
10399|81|2|19|field-3|Non-Inverter
10400|81|2|19|field-4|300.00
10401|81|2|19|field-5|4800.00
10402|81|2|19|field-6|16.00
10403|81|2|19|field-7|4
10404|81|2|19|field-8|876.00
10405|81|2|19|field-9|1285092.00
10406|81|2|19|field-10|118.007.4.01.104.16.0082
10407|82|2|19|field-0|Electrolux
10408|82|2|19|field-1|VITA 07
10409|82|2|19|field-2|VITA 07
10410|82|2|19|field-3|Non-Inverter
10411|82|2|19|field-4|500.00
10412|82|2|19|field-5|6820.00
10413|82|2|19|field-6|13.64
10414|82|2|19|field-7|4
10415|82|2|19|field-8|1460.00
10416|82|2|19|field-9|2141820.00
10417|82|2|19|field-10|118.007.4.02.104.16.0083
10418|83|2|19|field-0|Electrolux
10419|83|2|19|field-1|VITA 09
10420|83|2|19|field-2|VITA 09
10421|83|2|19|field-3|Non-Inverter
10422|83|2|19|field-4|650.00
10423|83|2|19|field-5|9000.00
10424|83|2|19|field-6|13.85
10425|83|2|19|field-7|4
10426|83|2|19|field-8|1898.00
10427|83|2|19|field-9|2784366.00
10428|83|2|19|field-10|118.007.4.03.104.16.0084
10429|84|2|19|field-0|Electrolux
10430|84|2|19|field-1|VITA 12
10431|84|2|19|field-2|VITA 12
10432|84|2|19|field-3|Non-Inverter
10433|84|2|19|field-4|900.00
10434|84|2|19|field-5|12000.00
10435|84|2|19|field-6|13.33
10436|84|2|19|field-7|4
10437|84|2|19|field-8|2628.00
10438|84|2|19|field-9|3855276.00
10439|84|2|19|field-10|118.007.4.04.104.16.0085
10440|85|2|19|field-0|Electrolux
10441|85|2|19|field-1|VITA 18
10442|85|2|19|field-2|VITA 18
10443|85|2|19|field-3|Non-Inverter
10444|85|2|19|field-4|1530.00
10445|85|2|19|field-5|18000.00
10446|85|2|19|field-6|11.76
10447|85|2|19|field-7|4
10448|85|2|19|field-8|4467.60
10449|85|2|19|field-9|6553969.20
10450|85|2|19|field-10|118.007.4.05.104.16.0086
10451|86|2|6|field-0|Sharp
10452|86|2|6|field-1|AH-X9SEY /AU-X9SEY
10453|86|2|6|field-2|AH-X9SEY /AU-X9SEY
10454|86|2|6|field-3|Inverter
10455|86|2|6|field-4|587.40
10456|86|2|6|field-5|7062.84
10457|86|2|6|field-6|12.02
10458|86|2|6|field-7|4
10459|86|2|6|field-8|1715.21
10460|86|2|6|field-9|2516210.14
10461|86|2|6|field-10|118.008.4.01.104.16.0087
10462|87|2|6|field-0|Sharp
10463|87|2|6|field-1|AH-X18SEY /AU-X18SEY
10464|87|2|6|field-2|AH-X18SEY /AU-X18SEY
10465|87|2|6|field-3|Inverter
10466|87|2|6|field-4|1432.70
10467|87|2|6|field-5|16262.62
10468|87|2|6|field-6|13.53
10469|87|2|6|field-7|4
10470|87|2|6|field-8|4183.48
10471|87|2|6|field-9|6137171.03
10472|87|2|6|field-10|118.008.4.02.104.16.0088
10473|88|2|6|field-0|Sharp
10474|88|2|6|field-1|AH-A24SEY /AU-A24SEY
10475|88|2|6|field-2|AH-A24SEY /AU-A24SEY
10476|88|2|6|field-3|Non-Inverter
10477|88|2|6|field-4|2395.10
10478|88|2|6|field-5|22613.37
10479|88|2|6|field-6|9.45
10480|88|2|6|field-7|2
10481|88|2|6|field-8|6993.69
10482|88|2|6|field-9|10259746.16
10483|88|2|6|field-10|118.008.2.03.091.16.0089
10484|89|2|6|field-0|Sharp
10485|89|2|6|field-1|AH-A18SEY /AU-A18SEY;AH-A18UBY /AU-A18UBY;
10486|89|2|6|field-2|AH-A18SEY /AU-A18SEY;AH-A18UBY /AU-A18UBY;
10487|89|2|6|field-3|Non-Inverter
10488|89|2|6|field-4|1887.60
10489|89|2|6|field-5|18008.88
10490|89|2|6|field-6|9.55
10491|89|2|6|field-7|2
10492|89|2|6|field-8|5511.79
10493|89|2|6|field-9|8085798.86
10494|89|2|6|field-10|118.008.2.04.091.16.0090
10495|90|2|6|field-0|Sharp
10496|90|2|6|field-1|AH-A5SEY /AU-A5SEY;AH-AP5SSY /AU-A5SSY;AH-A5UBY /AU-A5UBY;AH-A5UEY /AU-A5UEY;AH-A5SAY /AU-A5SAY;
10497|90|2|6|field-2|AH-A5SEY /AU-A5SEY;AH-AP5SSY /AU-A5SSY;AH-A5UBY /AU-A5UBY;AH-A5UEY /AU-A5UEY;AH-A5SAY /AU-A5SAY;
10498|90|2|6|field-3|Non-Inverter
10499|90|2|6|field-4|434.70
10500|90|2|6|field-5|4724.05
10501|90|2|6|field-6|10.88
10502|90|2|6|field-7|4
10503|90|2|6|field-8|1269.32
10504|90|2|6|field-9|1862098.31
10505|90|2|6|field-10|118.008.4.05.104.16.0091
10506|91|2|6|field-0|Sharp
10507|91|2|6|field-1|AH-AP5SHL /AU-A5SHL;AH-AP5UHL /AU-A5UHL;
10508|91|2|6|field-2|AH-AP5SHL /AU-A5SHL;AH-AP5UHL /AU-A5UHL;
10509|91|2|6|field-3|Non-Inverter
10510|91|2|6|field-4|377.20
10511|91|2|6|field-5|4532.36
10512|91|2|6|field-6|12.01
10513|91|2|6|field-7|4
10514|91|2|6|field-8|1101.42
10515|91|2|6|field-9|1615789.01
10516|91|2|6|field-10|118.008.4.06.104.16.0092
10517|92|2|6|field-0|Sharp
10518|92|2|6|field-1|AH-A5SDL /AU-A5SDL
10519|92|2|6|field-2|AH-A5SDL /AU-A5SDL
10520|92|2|6|field-3|Non-Inverter
10521|92|2|6|field-4|374.70
10522|92|2|6|field-5|4554.95
10523|92|2|6|field-6|12.14
10524|92|2|6|field-7|4
10525|92|2|6|field-8|1094.12
10526|92|2|6|field-9|1605079.91
10527|92|2|6|field-10|118.008.4.07.104.16.0093
10528|93|2|6|field-0|Sharp
10529|93|2|6|field-1|AH-AP9SHL /AU-A9SHL
10530|93|2|6|field-2|AH-AP9SHL /AU-A9SHL
10531|93|2|6|field-3|Non-Inverter
10532|93|2|6|field-4|784.40
10533|93|2|6|field-5|8928.49
10534|93|2|6|field-6|11.39
10535|93|2|6|field-7|4
10536|93|2|6|field-8|2290.45
10537|93|2|6|field-9|3360087.22
10538|93|2|6|field-10|118.008.4.08.104.16.0094
10539|94|2|6|field-0|Sharp
10540|94|2|6|field-1|AH-XP10SHY /AU-X10SHY
10541|94|2|6|field-2|AH-XP10SHY /AU-X10SHY
10542|94|2|6|field-3|Non-Inverter
10543|94|2|6|field-4|814.00
10544|94|2|6|field-5|7391.19
10545|94|2|6|field-6|13.30
10546|94|2|6|field-7|4
10547|94|2|6|field-8|2376.88
10548|94|2|6|field-9|3486882.96
10549|94|2|6|field-10|118.008.4.09.104.16.0095
10550|95|2|6|field-0|Sharp
10551|95|2|6|field-1|AH-A12SEY /AU-A12SEY;AH-AP12SSY /AU-A12SSY;AH-A12UBY /AU-A12UBY;AH-A12SAY /AU-A12SAY;
10552|95|2|6|field-2|AH-A12SEY /AU-A12SEY;AH-AP12SSY /AU-A12SSY;AH-A12UBY /AU-A12UBY;AH-A12SAY /AU-A12SAY;
10553|95|2|6|field-3|Non-Inverter
10554|95|2|6|field-4|1102.78
10555|95|2|6|field-5|11730.20
10556|95|2|6|field-6|10.64
10557|95|2|6|field-7|4
10558|95|2|6|field-8|3220.12
10559|95|2|6|field-9|4723912.52
10560|95|2|6|field-10|118.008.4.10.104.16.0096
10561|96|2|6|field-0|Sharp
10562|96|2|6|field-1|AH-AP12SHL /AU-A12SHL;AH-AP12UHL /AU-A12UHL
10563|96|2|6|field-2|AH-AP12SHL /AU-A12SHL;AH-AP12UHL /AU-A12UHL
10564|96|2|6|field-3|Non-Inverter
10565|96|2|6|field-4|1006.28
10566|96|2|6|field-5|11709.47
10567|96|2|6|field-6|11.64
10568|96|2|6|field-7|4
10569|96|2|6|field-8|2938.34
10570|96|2|6|field-9|4310541.26
10571|96|2|6|field-10|118.008.4.11.104.16.0097
10572|97|2|6|field-0|Sharp
10573|97|2|6|field-1|AH-A9SDL /AU-A9SDL;AH-A9UDL /AU-A9UDL;AH-AP9UHL /AU-A9UHL
10574|97|2|6|field-2|AH-A9SDL /AU-A9SDL;AH-A9UDL /AU-A9UDL;AH-AP9UHL /AU-A9UHL
10575|97|2|6|field-3|Non-Inverter
10576|97|2|6|field-4|767.06
10577|97|2|6|field-5|8679.28
10578|97|2|6|field-6|11.31
10579|97|2|6|field-7|4
10580|97|2|6|field-8|2239.82
10581|97|2|6|field-9|3285808.90
10582|97|2|6|field-10|118.008.4.12.104.16.0098
10583|98|2|6|field-0|Sharp
10584|98|2|6|field-1|AH-AP7SHL /AU-A7SHL
10585|98|2|6|field-2|AH-AP7SHL /AU-A7SHL
10586|98|2|6|field-3|Non-Inverter
10587|98|2|6|field-4|587.15
10588|98|2|6|field-5|6890.70
10589|98|2|6|field-6|11.74
10590|98|2|6|field-7|4
10591|98|2|6|field-8|1714.48
10592|98|2|6|field-9|2515139.23
10593|98|2|6|field-10|118.008.4.13.104.16.0099
10594|99|2|6|field-0|Sharp
10595|99|2|6|field-1|AH-A7SDL /AU-A7SDL;AH-A7UDL /AU-A7UDL;AH-AP7UHL /AU-A7UHL
10596|99|2|6|field-2|AH-A7SDL /AU-A7SDL;AH-A7UDL /AU-A7UDL;AH-AP7UHL /AU-A7UHL
10597|99|2|6|field-3|Non-Inverter
10598|99|2|6|field-4|584.53
10599|99|2|6|field-5|6991.39
10600|99|2|6|field-6|11.96
10601|99|2|6|field-7|4
10602|99|2|6|field-8|1706.83
10603|99|2|6|field-9|2503916.09
10604|99|2|6|field-10|118.008.4.14.104.16.0100
10605|100|2|6|field-0|Sharp
10606|100|2|6|field-1|AH-A9TEY /AU-A9TEY
10607|100|2|6|field-2|AH-A9TEY /AU-A9TEY
10608|100|2|6|field-3|Non-Inverter
10609|100|2|6|field-4|909.52
10610|100|2|6|field-5|8641.09
10611|100|2|6|field-6|9.50
10612|100|2|6|field-7|2
10613|100|2|6|field-8|2655.80
10614|100|2|6|field-9|3896056.25
10615|100|2|6|field-10|118.008.2.15.091.16.0101
10616|101|2|6|field-0|Sharp
10617|101|2|6|field-1|AH-AP7SSY /AU-A7SSY;AH-A7SEY /AU-A7SEY;AH-A7SAY /AU-A7SAY;
10618|101|2|6|field-2|AH-AP7SSY /AU-A7SSY;AH-A7SEY /AU-A7SEY;AH-A7SAY /AU-A7SAY;
10619|101|2|6|field-3|Non-Inverter
10620|101|2|6|field-4|660.08
10621|101|2|6|field-5|6691.34
10622|101|2|6|field-6|10.14
10623|101|2|6|field-7|3
10624|101|2|6|field-8|1927.43
10625|101|2|6|field-9|2827545.09
10626|101|2|6|field-10|118.008.3.16.099.16.0102
10627|102|2|6|field-0|Sharp
